"hauteur";"circ";"bloc";"clone"
19.25;47;"sol_B";"DH"
21.25;43;"sol_B";"DH"
22.75;55;"sol_B";"DH"
21.75;39;"sol_B";"DH"
21.25;43;"sol_B";"DH"
23.25;52;"sol_B";"DH"
23;50;"sol_B";"DH"
23.75;46;"sol_B";"DH"
15.75;33;"sol_B";"DH"
19.75;44;"sol_B";"DH"
19.25;40;"sol_B";"DH"
20.5;47;"sol_B";"DH"
17;35;"sol_B";"DH"
21;46;"sol_B";"DH"
20;38;"sol_B";"DH"
20;45;"sol_B";"DH"
21.75;48;"sol_B";"DH"
21.5;49;"sol_B";"DH"
19.75;38;"sol_B";"DH"
21.25;48;"sol_B";"DH"
20.75;44;"sol_B";"DH"
21;44;"sol_B";"DH"
20.25;41;"sol_B";"DH"
21.5;43;"sol_B";"DH"
20.25;41;"sol_B";"DH"
19.5;39;"sol_B";"DH"
20;42;"sol_B";"DH"
19;37;"sol_B";"DH"
18.75;41;"sol_B";"DH"
20.75;43;"sol_B";"DH"
20.5;45;"sol_B";"DH"
20.75;50;"sol_B";"DH"
19.5;39;"sol_B";"DH"
19.75;47;"sol_B";"DH"
20.75;48;"sol_B";"DH"
20.5;45;"sol_B";"DH"
20.5;49;"sol_B";"DH"
20.25;46;"sol_B";"DH"
20.75;46;"sol_B";"DH"
20.25;44;"sol_B";"DH"
20.25;47;"sol_B";"DH"
20.5;45;"sol_B";"DH"
20.25;47;"sol_B";"DH"
20;42;"sol_B";"DH"
20.25;45;"sol_B";"DH"
20;44;"sol_B";"DH"
19.75;46;"sol_B";"DH"
20.5;45;"sol_B";"DH"
16.5;34;"sol_B";"DH"
16;31;"sol_B";"DH"
19.25;45;"sol_B";"DH"
12.75;27;"sol_B";"DH"
15;28;"sol_B";"DH"
19;44;"sol_B";"DH"
18.25;39;"sol_B";"DH"
20.25;51;"sol_B";"DH"
18.75;39;"sol_B";"DH"
19.5;44;"sol_B";"DH"
18.75;43;"sol_B";"DH"
23.5;53;"sol_B";"DH"
23;55;"sol_B";"DH"
20.5;40;"sol_B";"DH"
22.25;49;"sol_B";"DH"
22.25;51;"sol_B";"DH"
23.75;59;"sol_B";"DH"
21.25;42;"sol_B";"DH"
22.25;51;"sol_B";"DH"
21.75;50;"sol_B";"DH"
21.75;53;"sol_B";"DH"
21.25;48;"sol_B";"DH"
21.25;45;"sol_B";"DH"
20.25;44;"sol_B";"DH"
20;45;"sol_B";"DH"
21.25;46;"sol_B";"DH"
21;46;"sol_B";"DH"
19.75;45;"sol_B";"DH"
19.75;33;"sol_B";"DH"
21.5;44;"sol_B";"DH"
23.5;52;"sol_B";"DH"
22.75;48;"sol_B";"DH"
15.5;28;"sol_B";"DH"
22.25;49;"sol_B";"DH"
21.5;46;"sol_B";"DH"
19.25;40;"sol_B";"DH"
23;54;"sol_B";"DH"
22.25;53;"sol_B";"DH"
21.25;45;"sol_B";"DH"
18;33;"sol_B";"DH"
23.75;59;"sol_B";"DH"
22.75;53;"sol_B";"DH"
22.25;51;"sol_B";"DH"
20.25;45;"sol_B";"DH"
11.5;26;"sol_B";"DH"
21.5;44;"sol_B";"DH"
20.75;35;"sol_B";"DH"
21.75;44;"sol_B";"DH"
21.25;46;"sol_B";"DH"
21.75;43;"sol_B";"DH"
16;28;"sol_B";"DH"
21.5;45;"sol_B";"DH"
21.75;44;"sol_B";"DH"
16;33;"sol_B";"DH"
16.75;34;"sol_B";"DH"
16;32;"sol_B";"DH"
14.5;28;"sol_B";"DH"
20.25;49;"sol_B";"DH"
19.75;46;"sol_B";"DH"
14.75;30;"sol_B";"DH"
18;38;"sol_B";"DH"
20;47;"sol_B";"DH"
17.5;44;"sol_B";"DH"
20.75;49;"sol_B";"DH"
17.5;35;"sol_B";"DH"
19;45;"sol_B";"DH"
20;48;"sol_B";"DH"
18.5;40;"sol_B";"DH"
17.75;37;"sol_B";"DH"
16.25;34;"sol_B";"DH"
15.25;30;"sol_B";"DH"
18.25;37;"sol_B";"DH"
17;37;"sol_B";"DH"
19.75;48;"sol_B";"DH"
13.5;27;"sol_B";"DH"
20;36;"sol_B";"DH"
21;44;"sol_B";"DH"
21.5;47;"sol_B";"DH"
17;31;"sol_B";"DH"
13.5;26;"sol_B";"DH"
13.75;28;"sol_B";"DH"
20.75;49;"sol_B";"DH"
22.75;43;"sol_B";"DH"
24.25;50;"sol_B";"DH"
18.25;35;"sol_B";"DH"
19.25;33;"sol_B";"DH"
21.25;40;"sol_B";"DH"
23.75;51;"sol_B";"DH"
23.25;49;"sol_B";"DH"
21.5;43;"sol_B";"DH"
14.5;31;"sol_B";"DH"
19.75;46;"sol_B";"DH"
17.25;37;"sol_B";"DH"
16.25;37;"sol_B";"DH"
18.5;42;"sol_B";"DH"
17.25;41;"sol_B";"DH"
16.25;38;"sol_B";"DH"
17.75;38;"sol_B";"DH"
16;34;"sol_B";"DH"
18.75;38;"sol_B";"DH"
21;49;"sol_B";"DH"
19;40;"sol_B";"DH"
21;48;"sol_B";"DH"
21;48;"sol_B";"DH"
18;37;"sol_B";"DH"
18.5;40;"sol_B";"DH"
19.5;41;"sol_B";"DH"
18.25;39;"sol_B";"DH"
20.25;40;"sol_B";"DH"
20.5;42;"sol_B";"DH"
20.25;40;"sol_B";"DH"
21.25;43;"sol_B";"DH"
22.75;48;"sol_B";"DH"
21.5;42;"sol_B";"DH"
19.25;38;"sol_B";"DH"
21.25;41;"sol_B";"DH"
20.25;41;"sol_B";"DH"
14.5;33;"sol_B";"DH"
19.25;47;"sol_B";"DH"
19.5;50;"sol_B";"DH"
17;35;"sol_B";"DH"
19.5;51;"sol_B";"DH"
17.5;38;"sol_B";"DH"
21.5;47;"sol_B";"DH"
19.25;38;"sol_B";"DH"
20.75;47;"sol_B";"DH"
21.75;51;"sol_B";"DH"
20.5;39;"sol_B";"DH"
21.75;49;"sol_B";"DH"
21;43;"sol_B";"DH"
22.25;50;"sol_B";"DH"
19.75;37;"sol_B";"DH"
21.25;55;"sol_B";"DH"
20.75;52;"sol_B";"DH"
20;50;"sol_B";"DH"
19.25;41;"sol_B";"DH"
18.5;43;"sol_B";"DH"
20.5;50;"sol_B";"DH"
20;50;"sol_B";"DH"
19.5;43;"sol_B";"DH"
18.5;40;"sol_B";"DH"
19.5;47;"sol_B";"DH"
20.75;55;"sol_B";"DH"
19;48;"sol_B";"DH"
19.5;45;"sol_B";"DH"
19.5;45;"sol_B";"DH"
20.5;51;"sol_B";"DH"
21.25;57;"sol_B";"DH"
19.5;45;"sol_B";"DH"
18.5;41;"sol_B";"DH"
20;46;"sol_B";"DH"
19;42;"sol_B";"DH"
18;40;"sol_B";"DH"
20.25;48;"sol_B";"DH"
17.5;36;"sol_B";"DH"
17.5;39;"sol_B";"DH"
19.25;42;"sol_B";"DH"
13;26;"sol_B";"DH"
23.5;49;"sol_B";"DH"
21.75;45;"sol_B";"DH"
24.5;52;"sol_B";"DH"
23.75;47;"sol_B";"DH"
22.75;46;"sol_B";"DH"
25.5;58;"sol_B";"DH"
23.75;52;"sol_B";"DH"
23.75;51;"sol_B";"DH"
22;49;"sol_B";"DH"
17;34;"sol_B";"DH"
22.25;60;"sol_B";"DH"
20;39;"sol_B";"DH"
23.25;58;"sol_B";"DH"
22.5;62;"sol_B";"DH"
21.25;51;"sol_B";"DH"
16.75;33;"sol_B";"DH"
22.75;54;"sol_B";"DH"
22;47;"sol_B";"DH"
17.75;34;"sol_B";"DH"
21;45;"sol_B";"DH"
21.25;46;"sol_B";"DH"
20.25;43;"sol_B";"DH"
22.25;50;"sol_B";"DH"
20.75;45;"sol_B";"DH"
24.75;60;"sol_B";"DH"
23.75;58;"sol_B";"DH"
23.25;61;"sol_B";"DH"
20.5;45;"sol_B";"DH"
22.75;54;"sol_B";"DH"
24.25;60;"sol_B";"DH"
21.75;57;"sol_B";"DH"
25.25;56;"sol_B";"DH"
24.25;58;"sol_B";"DH"
17.75;42;"sol_B";"DH"
24.25;59;"sol_B";"DH"
21.75;52;"sol_B";"DH"
24.25;60;"sol_B";"DH"
23;55;"sol_B";"DH"
22.75;54;"sol_B";"DH"
25.25;65;"sol_B";"DH"
23.75;57;"sol_B";"DH"
24.75;59;"sol_B";"DH"
23;55;"sol_B";"DH"
24.5;57;"sol_B";"DH"
22.75;45;"sol_B";"DH"
22.25;48;"sol_B";"DH"
25.25;66;"sol_B";"DH"
23.75;56;"sol_B";"DH"
24.25;63;"sol_B";"DH"
22.75;63;"sol_B";"DH"
22.25;59;"sol_B";"DH"
24.5;64;"sol_B";"DH"
21.25;45;"sol_B";"DH"
21.25;43;"sol_B";"DH"
20.5;38;"sol_B";"DH"
22;53;"sol_B";"DH"
20.75;53;"sol_B";"DH"
21.5;55;"sol_B";"DH"
20.5;48;"sol_B";"DH"
20.5;50;"sol_B";"DH"
19.75;49;"sol_B";"DH"
19.5;49;"sol_B";"DH"
21.75;45;"sol_B";"DH"
19.75;47;"sol_B";"DH"
18;37;"sol_B";"DH"
20;46;"sol_B";"DH"
20;51;"sol_B";"DH"
19;45;"sol_B";"DH"
17.75;36;"sol_C";"DH"
19.5;45;"sol_C";"DH"
17.25;36;"sol_C";"DH"
18.75;41;"sol_C";"DH"
20.75;51;"sol_C";"DH"
19;43;"sol_C";"DH"
20.75;35;"sol_C";"DH"
22;38;"sol_C";"DH"
16.75;29;"sol_C";"DH"
17.5;29;"sol_C";"DH"
21.25;39;"sol_C";"DH"
15.25;27;"sol_C";"DH"
21.25;39;"sol_C";"DH"
21.75;40;"sol_C";"DH"
18.25;32;"sol_C";"DH"
22.5;38;"sol_C";"DH"
14;28;"sol_C";"DH"
21.5;41;"sol_C";"DH"
23.25;44;"sol_C";"DH"
23.75;46;"sol_C";"DH"
18;34;"sol_C";"DH"
23.75;59;"sol_C";"DH"
24.75;59;"sol_C";"DH"
19.5;41;"sol_C";"DH"
22.25;52;"sol_C";"DH"
24.25;55;"sol_C";"DH"
21;43;"sol_C";"DH"
21.5;49;"sol_C";"DH"
23.75;54;"sol_C";"DH"
22.75;50;"sol_C";"DH"
21.75;47;"sol_C";"DH"
21.75;43;"sol_C";"DH"
22.25;46;"sol_C";"DH"
23.5;52;"sol_C";"DH"
23.25;48;"sol_C";"DH"
22.5;43;"sol_C";"DH"
23.5;55;"sol_C";"DH"
25.5;61;"sol_C";"DH"
23.75;49;"sol_C";"DH"
20.75;44;"sol_C";"DH"
20.25;37;"sol_C";"DH"
21.25;48;"sol_C";"DH"
24.75;62;"sol_C";"DH"
19.25;40;"sol_C";"DH"
20;40;"sol_C";"DH"
19.5;40;"sol_C";"DH"
22.25;53;"sol_C";"DH"
19.75;43;"sol_C";"DH"
19.25;37;"sol_C";"DH"
21.75;49;"sol_C";"DH"
22.75;54;"sol_C";"DH"
20.25;44;"sol_C";"DH"
20.5;34;"sol_C";"DH"
21.25;42;"sol_C";"DH"
21.75;44;"sol_C";"DH"
21.5;43;"sol_C";"DH"
20.25;39;"sol_C";"DH"
22.25;46;"sol_C";"DH"
19.25;41;"sol_C";"DH"
22.25;50;"sol_C";"DH"
20.75;39;"sol_C";"DH"
18.25;33;"sol_C";"DH"
22.75;53;"sol_C";"DH"
21.25;43;"sol_C";"DH"
20;51;"sol_C";"DH"
24.25;53;"sol_C";"DH"
22.5;46;"sol_C";"DH"
22.75;48;"sol_C";"DH"
24.25;56;"sol_C";"DH"
23.75;52;"sol_C";"DH"
22.5;49;"sol_C";"DH"
21.75;46;"sol_C";"DH"
22;43;"sol_C";"DH"
22.5;46;"sol_C";"DH"
23.25;50;"sol_C";"DH"
21.5;41;"sol_C";"DH"
23;52;"sol_C";"DH"
21.25;42;"sol_C";"DH"
21;42;"sol_C";"DH"
22.75;52;"sol_C";"DH"
21.75;51;"sol_C";"DH"
22.75;55;"sol_C";"DH"
21;42;"sol_C";"DH"
21.75;46;"sol_C";"DH"
23.25;53;"sol_C";"DH"
23;55;"sol_C";"DH"
22.25;51;"sol_C";"DH"
21.25;48;"sol_C";"DH"
24;57;"sol_C";"DH"
15.75;31;"sol_C";"DH"
15.75;33;"sol_C";"DH"
23.75;57;"sol_C";"DH"
21.25;46;"sol_C";"DH"
23.75;58;"sol_C";"DH"
25.5;62;"sol_C";"DH"
17;31;"sol_C";"DH"
21.5;48;"sol_C";"DH"
21.75;44;"sol_C";"DH"
25.25;57;"sol_C";"DH"
24.75;57;"sol_C";"DH"
22.75;47;"sol_C";"DH"
24.25;53;"sol_C";"DH"
24.25;55;"sol_C";"DH"
23;46;"sol_C";"DH"
25.25;55;"sol_C";"DH"
25.25;62;"sol_C";"DH"
24.75;60;"sol_C";"DH"
24.75;63;"sol_C";"DH"
25.25;61;"sol_C";"DH"
20.75;47;"sol_C";"DH"
25.75;63;"sol_C";"DH"
23.25;55;"sol_C";"DH"
23.75;60;"sol_C";"DH"
27;72;"sol_C";"DH"
17.75;37;"sol_C";"DH"
25.75;67;"sol_C";"DH"
16.25;32;"sol_C";"DH"
26.75;73;"sol_C";"DH"
24.25;63;"sol_C";"DH"
27.75;77;"sol_C";"DH"
12.5;27;"sol_C";"DH"
19.75;35;"sol_C";"DH"
25.75;55;"sol_C";"DH"
24.25;45;"sol_C";"DH"
25.5;58;"sol_C";"DH"
22.25;43;"sol_C";"DH"
24.75;55;"sol_C";"DH"
26;59;"sol_C";"DH"
25.5;59;"sol_C";"DH"
21.75;48;"sol_C";"DH"
21.75;48;"sol_C";"DH"
23.25;56;"sol_C";"DH"
23.25;57;"sol_C";"DH"
21.5;46;"sol_C";"DH"
22.25;52;"sol_C";"DH"
22.75;54;"sol_C";"DH"
24.25;57;"sol_C";"DH"
22.25;44;"sol_C";"DH"
23;51;"sol_C";"DH"
23.25;57;"sol_C";"DH"
23.25;53;"sol_C";"DH"
24.25;59;"sol_C";"DH"
24.25;61;"sol_C";"DH"
24.25;59;"sol_C";"DH"
15;30;"sol_C";"DH"
25.25;64;"sol_C";"DH"
25.5;59;"sol_C";"DH"
25.25;66;"sol_C";"DH"
24.25;56;"sol_C";"DH"
22.5;47;"sol_C";"DH"
25;60;"sol_C";"DH"
25.25;62;"sol_C";"DH"
24.25;59;"sol_C";"DH"
24.25;58;"sol_C";"DH"
21.75;49;"sol_C";"DH"
24;56;"sol_C";"DH"
22.75;51;"sol_C";"DH"
20;46;"sol_C";"DH"
23.25;53;"sol_C";"DH"
16.5;33;"sol_C";"DH"
21;41;"sol_C";"DH"
23.75;54;"sol_C";"DH"
22;46;"sol_C";"DH"
25;64;"sol_C";"DH"
24.75;57;"sol_C";"DH"
24.75;57;"sol_C";"DH"
25.25;62;"sol_C";"DH"
14.25;26;"sol_C";"DH"
25;61;"sol_C";"DH"
25.25;65;"sol_C";"DH"
23.75;57;"sol_C";"DH"
23.25;53;"sol_C";"DH"
22.75;54;"sol_C";"DH"
22.25;52;"sol_C";"DH"
23;53;"sol_C";"DH"
22.75;47;"sol_C";"DH"
24.25;58;"sol_C";"DH"
24.25;60;"sol_C";"DH"
22.5;47;"sol_C";"DH"
26.5;64;"sol_C";"DH"
17.5;34;"sol_C";"DH"
25.75;53;"sol_C";"DH"
24.25;52;"sol_C";"DH"
24.5;50;"sol_C";"DH"
24.25;56;"sol_C";"DH"
25;60;"sol_C";"DH"
19.5;38;"sol_C";"DH"
24.75;60;"sol_C";"DH"
18.5;42;"sol_C";"DH"
16.75;31;"sol_C";"DH"
22;48;"sol_C";"DH"
19.25;43;"sol_C";"DH"
21.5;49;"sol_C";"DH"
18.75;37;"sol_C";"DH"
17.75;40;"sol_C";"DH"
21;49;"sol_C";"DH"
19.25;39;"sol_C";"DH"
20.75;47;"sol_C";"DH"
20;44;"sol_C";"DH"
19.5;37;"sol_C";"DH"
20.75;46;"sol_C";"DH"
20;44;"sol_C";"DH"
21.25;46;"sol_C";"DH"
20.5;44;"sol_C";"DH"
20.5;45;"sol_C";"DH"
21.75;49;"sol_C";"DH"
21.25;47;"sol_C";"DH"
21.75;49;"sol_C";"DH"
22;52;"sol_C";"DH"
23.75;62;"sol_C";"DH"
22.25;52;"sol_C";"DH"
21.5;49;"sol_C";"DH"
17.25;38;"sol_C";"DH"
20;44;"sol_C";"DH"
16.25;35;"sol_C";"DH"
19.75;44;"sol_C";"DH"
19.75;38;"sol_C";"DH"
18.25;39;"sol_C";"DH"
20.5;45;"sol_C";"DH"
20.25;48;"sol_C";"DH"
23.25;57;"sol_C";"DH"
21.5;52;"sol_C";"DH"
22.75;53;"sol_C";"DH"
22.75;54;"sol_C";"DH"
22.75;53;"sol_C";"DH"
21.75;54;"sol_C";"DH"
22.25;53;"sol_C";"DH"
21.75;40;"sol_C";"DH"
21.25;43;"sol_C";"DH"
22.75;44;"sol_C";"DH"
17;33;"sol_C";"DH"
23.25;49;"sol_C";"DH"
22.5;43;"sol_C";"DH"
23.5;52;"sol_C";"DH"
20.5;42;"sol_C";"DH"
22;46;"sol_C";"DH"
21.5;42;"sol_C";"DH"
22.25;45;"sol_C";"DH"
21.75;42;"sol_C";"DH"
23;48;"sol_C";"DH"
22.25;45;"sol_C";"DH"
22.25;49;"sol_C";"DH"
22.75;48;"sol_C";"DH"
18.5;43;"sol_C";"DH"
18.25;40;"sol_C";"DH"
21;52;"sol_C";"DH"
18.75;39;"sol_C";"DH"
21.75;53;"sol_C";"DH"
23;53;"sol_C";"DH"
21.75;48;"sol_C";"DH"
20.75;42;"sol_C";"DH"
20.75;44;"sol_C";"DH"
22;46;"sol_C";"DH"
21.75;50;"sol_C";"DH"
20.25;44;"sol_C";"DH"
17;34;"sol_C";"DH"
20.75;43;"sol_C";"DH"
22.25;49;"sol_C";"DH"
21.25;44;"sol_C";"DH"
23;56;"sol_C";"DH"
22.5;50;"sol_C";"DH"
21.25;46;"sol_C";"DH"
21.75;48;"sol_C";"DH"
22.75;50;"sol_C";"DH"
20;39;"sol_C";"DH"
22.25;49;"sol_C";"DH"
18.75;43;"sol_C";"DH"
18.5;44;"sol_C";"DH"
18.25;45;"sol_C";"DH"
18.25;44;"sol_C";"DH"
20.5;39;"sol_C";"DH"
18;43;"sol_C";"DH"
20.75;48;"sol_C";"DH"
18.75;38;"sol_C";"DH"
19;45;"sol_C";"DH"
20.25;48;"sol_C";"DH"
22.5;53;"sol_C";"DH"
19;42;"sol_C";"DH"
21;52;"sol_C";"DH"
20.75;48;"sol_C";"DH"
22;57;"sol_C";"DH"
18.25;39;"sol_C";"DH"
20.5;43;"sol_C";"DH"
23;60;"sol_C";"DH"
23.75;57;"sol_C";"DH"
22.5;54;"sol_C";"DH"
22.25;50;"sol_C";"DH"
23;55;"sol_C";"DH"
23.75;55;"sol_C";"DH"
16.75;34;"sol_C";"DH"
24.75;65;"sol_C";"DH"
22.25;52;"sol_C";"DH"
22.25;51;"sol_C";"DH"
22.75;53;"sol_C";"DH"
21.75;51;"sol_C";"DH"
22;49;"sol_C";"DH"
22;46;"sol_C";"DH"
22;52;"sol_C";"DH"
23.25;55;"sol_C";"DH"
22.75;50;"sol_C";"DH"
22.25;52;"sol_C";"DH"
22.75;59;"sol_C";"DH"
22.75;57;"sol_C";"DH"
21.5;40;"sol_C";"DH"
22.75;54;"sol_C";"DH"
21.25;46;"sol_C";"DH"
22.75;46;"sol_C";"DH"
22.5;54;"sol_C";"DH"
22.25;52;"sol_C";"DH"
21.25;51;"sol_C";"autres"
20.25;52;"sol_C";"autres"
16.5;37;"sol_C";"autres"
17;41;"sol_C";"autres"
20.25;50;"sol_C";"autres"
20.25;37;"sol_C";"autres"
19.75;40;"sol_C";"autres"
